Title,Price,Location,Link
1 BEDROOM BEAUTIFUL APARTMENT FOR RENT MOUNT PLEASANT,2125.0,Mount Pleasant Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-beautiful-apartment/7804865209.html
2 bed one bathroom east van,2200.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-one-bathroom-east-van/7804864312.html
Single room in Beautiful duplex at 556 E 16th,1450.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-single-room-in-beautiful/7798880582.html
Bright and Spacious 1 bed apartment for rent,2060.0,Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bright-and-spacious-bed/7804288017.html
Rare find: 2 bedroom 2 bathroom in Kerrisdale,3299.0,"Vancouver, Bc",https://vancouver.craigslist.org/van/apa/d/vancouver-rare-find-bedroom-bathroom-in/7801857845.html
Brentwood  Lumina 2 Beds 2 Baths for Rent,3200.0,"Brentwood Town Centre, Burnaby",https://vancouver.craigslist.org/bnc/apa/d/burnaby-brentwood-lumina-beds-baths-for/7804865152.html
***Bright and Spacious 2BD/1BA Garden Suite w/2 Parking***,2400.0,Anmore,https://vancouver.craigslist.org/pml/apa/d/anmore-bright-and-spacious-2bd-1ba/7804865093.html
"Full size stainless steel appliances, LVP flooring, Studio 1/ba",2275.0,City Of Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-full-size-stainless-steel/7797361482.html
Burnaby Bedroom with Individual bathroom,1500.0,Metrotown,https://vancouver.craigslist.org/bnc/apa/d/burnaby-burnaby-bedroom-with-individual/7804864944.html
"EV Parking, 100% Smoke-Free, On-Site Maintenance",3495.0,"333 E 11Th Ave, Vancouver, Bc",https://vancouver.craigslist.org/van/apa/d/vancouver-ev-parking-100-smoke-free-on/7801966732.html
1 Bedroom suite,1600.0,North Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bedroom-suite/7804864350.html
Luxury New Jr. Two (2) Bedroom Apartment @ Metrotown/Telford,2990.0,"Metrotown, Burnaby",https://vancouver.craigslist.org/bnc/apa/d/burnaby-luxury-new-jr-two-bedroom/7804864257.html
"Short Term, Fully Furnished, Bright 2 BR, Great Location",3000.0,West Vancouver,https://vancouver.craigslist.org/nvn/apa/d/west-vancouver-short-term-fully/7801381106.html
FURNISHED BACHELOR SUITE UTILS INCLUDED.,1500.0,Scott Rd/96 Ave Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-furnished-bachelor-suite-utils/7804864101.html
Van East-Renfrew N Parker - 2 Yr New 3 Beds 2 Baths BSMT Suite Avail.,2300.0,City Of Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-van-east-renfrew-parker-yr/7797812503.html
Richmond-Saunders by Walter Lee-Upper level 3 bedrooms newly renovated,2980.0,Richmond,https://vancouver.craigslist.org/rch/apa/d/richmond-richmond-saunders-by-walter/7799285278.html
Vancouver Renfrew Heights-Well kept 5 Bdrm 2 Bath detached home Avail.,3950.0,City Of Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-renfrew-heights/7801413208.html
Burke Mountain- 3 Beds 2.5 Baths N Den Gorgeous Townhome Avail. Dec,3600.0,Tricities/Pitt/Maple,https://vancouver.craigslist.org/pml/apa/d/coquitlam-burke-mountain-beds-25-baths/7801412068.html
Renfrew Boundary N Hastings-Brand New FURNISHED 1 Bdrm-Utilities Included,1800.0,Hastings Sunrise,https://vancouver.craigslist.org/van/apa/d/vancouver-renfrew-boundary-hastings/7797816954.html
Burnaby Edmonds-Kings Crossing-1 Bdrm unit on 8th floor-Fantastic LCTN,2300.0,Burnaby/Newwest,https://vancouver.craigslist.org/bnc/apa/d/burnaby-burnaby-edmonds-kings-crossing/7804294493.html
BUTTERFLY! ICON Downtown Vancouver-A finely polished Jade! 8F-1 Bdrm!,4200.0,City Of Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-butterfly-icon-downtown/7804017350.html
2 bedrooms half ground unit closed SFU,2100.0,9869 Ruthburn Dr. Burnaby,https://vancouver.craigslist.org/bnc/apa/d/coquitlam-north-bedrooms-half-ground/7804863588.html
9th Floor 1 Bedroom Suite in the West End,2390.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-9th-floor-bedroom-suite-in/7799065130.html
4th Floor 1 Bedroom Suite in the West End,2200.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-4th-floor-bedroom-suite-in/7798300343.html
Brand New 1 Bed+Dan in Fleetwood Surrey,2100.0,Surrey Fleetwood,https://vancouver.craigslist.org/rds/apa/d/surrey-northeast-brand-new-beddan-in/7804863566.html
Fully furnished Bachelor suite for rent Downtown Vancouver,2450.0,City Of Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-fully-furnished-bachelor/7798036377.html
2 Bed+2 Bath+Dan in Downtown Vancouver,3600.0,Vancouver,https://vancouver.craigslist.org/rds/apa/d/vancouver-bed2-bathdan-in-downtown/7804863356.html
Newly Renovated 3 Bedroom Suite,3000.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-newly-renovated-bedroom-suite/7797746979.html
3 BR Entire Rancher House for rent in Maple Ridge,3000.0,Maple Ridge,https://vancouver.craigslist.org/rds/apa/d/maple-ridge-br-entire-rancher-house-for/7804863198.html
Beautiful Brand new 1 Bedroom and Den with Balcony,2000.0,Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-beautiful-brand-new-bedroom-and/7801969972.html
2 Bed 1 Bath Basement Suite for Rent,1900.0,Maple Ridge,https://vancouver.craigslist.org/rds/apa/d/maple-ridge-bed-bath-basement-suite-for/7804862982.html
Vancouver westside New bright 2br1bath suit in Marpole for rent,2400.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-westside-new-bright/7796847955.html
"$2600 / 2BD, 650 ft2, Upper Delbrook, Garden suite.",2600.0,North Vancouver,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-northwest-central-bd/7804862746.html
1 bedroom apt close to Gateway Skytrain Station,1800.0,Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-apt-close-to-gateway/7802868566.html
Richmond 2 Beds 1 Bath Furnished Apartment for Rent,2250.0,Richmond,https://vancouver.craigslist.org/rch/apa/d/richmond-richmond-beds-bath-furnished/7803716656.html
Richmond 1 Bed 1 Bath with Seperate Entrance,1800.0,Richmond,https://vancouver.craigslist.org/rch/apa/d/richmond-west-richmond-bed-bath-with/7803718796.html
One Bed Newer Building with Resort-Inspired Amenities,2300.0,1441 Johnston,https://vancouver.craigslist.org/rds/apa/d/white-rock-one-bed-newer-building-with/7804862569.html
"$2,400.00 TWO BEDROOM UNIT",2400.0,East Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-two-bedroom-unit/7804862326.html
2 bedroom basement in East Vancouver,2200.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-basement-in-east/7804857042.html
Brand new 2bed and den luxury apartment Gilmore sky,3580.0,Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-brand-new-2bed-and-den-luxury/7804862274.html
Killarney Bright & Modern Laneway Move in Readywalkable All OPEN HOUSE,2500.0,5Xxx Arlington,https://vancouver.craigslist.org/van/apa/d/vancouver-killarney-bright-modern/7801996373.html
Killarney Bright & Modern Laneway Move in Now walkable All OPEN HOUSE,2500.0,5Xxx Arlington,https://vancouver.craigslist.org/van/apa/d/vancouver-killarney-bright-modern/7803986077.html
Brentwood Gilmore Place Brand New 2 bedroom with World Class Amenities,2950.0,4168 Lougheed Highway,https://vancouver.craigslist.org/bnc/apa/d/burnaby-brentwood-gilmore-place-brand/7803986702.html
"Rooftop Lounge, Brand New Gym, Kitchen Island, Bike Storage",4200.0,"303 E Pender St, Vancouver, Bc",https://vancouver.craigslist.org/van/apa/d/vancouver-rooftop-lounge-brand-new-gym/7803601467.html
"Covered Parking, Pet Friendly, 2/BD 1/BA",2750.0,"1371 Blackwood Street, White Rock, Bc",https://vancouver.craigslist.org/rds/apa/d/white-rock-covered-parking-pet-friendly/7800777940.html
Near Richmond Center 3 Bed 3 Bath Townhouse with AC,4000.0,Richmond,https://vancouver.craigslist.org/rch/apa/d/richmond-near-richmond-center-bed-bath/7804861200.html
Downtown Vancouver *Furnished* 1 Bedroom + Den Apartment,2575.0,Downtown Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-vancouver-furnished/7804860984.html
$375.00 per night,375.0,East Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-per-night/7804860933.html
Newly renovated 1 bedroom and bathroom for rental,1850.0,Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-newly-renovated-bedroom-and/7804860824.html
2 Bed 1 Bath Bright Condo near Richmond Center Richmond,2800.0,Richmond,https://vancouver.craigslist.org/rch/apa/d/richmond-bed-bath-bright-condo-near/7804860595.html
Kitsilano One bedroom+Den high-rise apartment for rent,2600.0,Vancouver,https://vancouver.craigslist.org/nvn/apa/d/vancouver-kitsilano-one-bedroomden-high/7798599256.html
Upstairs 4 Bed 2 Bath Near  Knight & E53rd,4199.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-upstairs-bed-bath-near-knight/7804860358.html
2 Bedrooms Basement Coquitlam (close to Coquitlam Center),2000.0,Coquitlam Canyon Spring,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-central-bedrooms/7804860414.html
2 bedroom in Renfrew Collingwood,2200.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-in-renfrew-collingwood/7804855848.html
furnished 2 bed 1 bath suite!,2600.0,Richmond West,https://vancouver.craigslist.org/rch/apa/d/richmond-west-furnished-bed-bath-suite/7801299320.html
Killarney 3 bed suite above ground,2800.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-killarney-bed-suite-above/7802771038.html
TWO BED RIVER VIEW AT MARINE GATEWAY,2900.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-two-bed-river-view-at-marine/7802587780.html
NEWER PENTHOUSE UNIT WITH AC AND CENTRAL LOCATION WITH PANORAMIC VIEWS,4000.0,Richmond,https://vancouver.craigslist.org/rch/apa/d/richmond-newer-penthouse-unit-with-ac/7797763314.html
Gorgous 3-level 4Bds+4Bath+Double Garage_Grandview Heights,3700.0,"South Surrey, White Rock",https://vancouver.craigslist.org/rds/apa/d/surrey-gorgous-level-4bds4bathdouble/7803847549.html
Richmond River Rd private entry Studio,1500.0,Terra Nova,https://vancouver.craigslist.org/rch/apa/d/richmond-richmond-river-rd-private/7804859632.html
NEWLY RENOVATED-HUGE 1 brd,2100.0,Richmond,https://vancouver.craigslist.org/rch/apa/d/richmond-newly-renovated-huge-brd/7804858553.html
1-Bed Condo Tayler Swift Week Downtown Vancouver,1200.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-condo-tayler-swift-week/7804003443.html
Large 3 beds 2 bath with deck and gas fire place close to downtown,3790.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-large-beds-bath-with-deck-and/7803498774.html
Furnished Room for Rent Close to Langara Vancouver West,1550.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-room-for-rent-close/7800493292.html
2 bed 1 bath - close  to trout lake,2490.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-bath-close-to-trout-lake/7803499072.html
2 Bed 2 Bath Brynpark Near Edmond Skytrain,3200.0,Burnaby,https://vancouver.craigslist.org/van/apa/d/burnaby-bed-bath-brynpark-near-edmond/7804858953.html
"BBQ Area, Energy Efficient Appliances, Playground",2750.0,"333 E 11Th Ave, Vancouver, Bc",https://vancouver.craigslist.org/van/apa/d/vancouver-bbq-area-energy-efficient/7801956474.html
2 bedroom basement suite for rent,1800.0,Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-basement-suite-for-rent/7804857874.html
Studio Suite / Avail Dec.1st,1500.0,33Rd B/T Fraser & Knight,https://vancouver.craigslist.org/van/apa/d/vancouver-studio-suite-avail-dec1st/7804857669.html
Nice One Bedroom Townhouse in UBC Available Now...,2400.0,"#109-5649 Kings Road, Vancouver",https://vancouver.craigslist.org/van/apa/d/vancouver-nice-one-bedroom-townhouse-in/7802944398.html
Nice two bedroom suite (Upper Floor) In Fraser Neighborhood,2900.0,"727 East 32Nd Avenue ( Upper Floor Suite), Vancouver",https://vancouver.craigslist.org/van/apa/d/vancouver-nice-two-bedroom-suite-upper/7802944208.html
Open-concept Studio Suite at The Hyland,2278.0,"Kensington-Cedar Cottage, East Vancouver",https://vancouver.craigslist.org/van/apa/d/vancouver-open-concept-studio-suite-at/7804857461.html
New Fully Furnished 2 Bed 2 Bath Plus Den/Office Luxury Condo at Joyce,3850.0,"Joyce Stn, Vancouver",https://vancouver.craigslist.org/van/apa/d/vancouver-new-fully-furnished-bed-bath/7804857421.html
downtown on Hornby st 2 bed/2 bath plus den unit for rent,3500.0,Downtown/ Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-on-hornby-st-bed/7798146206.html
Dunbar newer laneway studio unit for rent,2150.0,Dunbar / Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-dunbar-newer-laneway-studio/7799561875.html
basement suite 1  bedroom 1 bath   for rent,1750.0,Sunset / South Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-basement-suite-bedroom-bath/7798674917.html
Spacious Bright 2Bed 2Bath near SFU/Lougheed,2950.0,Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-spacious-bright-2bed-2bath-near/7804856895.html
one bedroom one den Vancouver downtown apartment,2500.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-one-den-vancouver/7804855171.html
1Bed + 1 den and 1bath basement suite,1850.0,Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-north-1bed-den-and-1bath/7800119663.html
"1 bedroom + den, 1 bath basement suite for rent",1850.0,Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-north-bedroom-den-bath-basement/7797313004.html
"1 bedroom +den, 1 bath legal basement suite",1850.0,Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-north-bedroom-den-bath-legal/7803645809.html
Spacious 1-Bedroom Suites at Lonsdale Square For Rent,2622.0,"Central Lonsdale, North Vancouver",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-spacious-bedroom-suites/7804256228.html
(UniqueAccommodations.com) ID:5479 Superior Yaletown Loft,3990.0,Vancouver Downtown,https://vancouver.craigslist.org/van/apa/d/vancouver-uniqueaccommodationscom/7799956722.html
(UniqueAccommodations.com) ID:3884 Custom Built House Panoramic View,4500.0,North Vancouver,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-uniqueaccommodationscom/7800578869.html
"Definition of peaceful living is this 1 bed, den and 1 bath",1900.0,Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-definition-of-peaceful-living/7802805229.html
Apartment for rent,2000.0,Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-apartment-for-rent/7804856141.html
Modern 2BR/2BA/In suite laundry/Walk in shower/Vinyl flooring/No pets,2565.0,"3370 Dewdney Trunk Road, Port Moody, Bc",https://vancouver.craigslist.org/pml/apa/d/port-moody-modern-2br-2ba-in-suite/7798507360.html
Luxury large 1 bedroom at ARC with stunning view,3300.0,Yaletown,https://vancouver.craigslist.org/van/apa/d/vancouver-luxury-large-bedroom-at-arc/7798506497.html
Fully furnished 1 bedroom at Telus Garden Residence parking available,2850.0,Downtown Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-fully-furnished-bedroom-at/7797523829.html
Brand New 1 Bedroom & Den/1 Bathroom Condo,2000.0,North Surrey/Whalley,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-brand-new/7800518625.html
$1800 furnished studio in Kits,1800.0,W. 7Th Ave,https://vancouver.craigslist.org/van/apa/d/vancouver-1800-furnished-studio-in-kits/7804264771.html
2Br. Suite Available Dec 1,2350.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-2br-suite-available-dec/7799683084.html
Half Basement - 3 Bed 1 Bath - E 47th Ave near Victoria Dr,2300.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-half-basement-bed-bath-47th/7804853468.html
4 Bed 2.5 Bath Near No3 Road & General Currie,3900.0,Richmond,https://vancouver.craigslist.org/van/apa/d/richmond-bed-25-bath-near-no3-road/7804855193.html
"Located in Vancouver, LVP flooring, 2/bd 1/ba",3315.0,"1022 Nelson Street, Vancouver, Bc",https://vancouver.craigslist.org/van/apa/d/vancouver-located-in-vancouver-lvp/7796833809.html
Vancouver Collingwood 3beds/2baths Townhouse,3800.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-collingwood-3beds/7804855169.html
1 Bedroom  Avail Oct 1,2000.0,3636 Fraser,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-avail-oct/7802860405.html
Dec 1 possibly Jan 1 ready 3 br suite,4131.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-dec-possibly-jan-ready-br/7802180149.html
Furnished spacious one bed condo with in Metrotown,2600.0,Metrotown,https://vancouver.craigslist.org/bnc/apa/d/burnaby-furnished-spacious-one-bed/7803988222.html
Luxury one bed condo near Richmond Center,2400.0,Richmond,https://vancouver.craigslist.org/rch/apa/d/richmond-luxury-one-bed-condo-near/7799420581.html
South Surrey 2 bedrooms 2 bath,2550.0,South Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-south-surrey-bedrooms-bath/7801403938.html
Gorgeous 1 Bedroom and Den,2400.0,Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-gorgeous-bedroom-and-den/7804854561.html
Coach House,1600.0,Clayton Heights,https://vancouver.craigslist.org/rds/apa/d/surrey-coach-house/7804854550.html
Clean & spacious 2 BR suite,2200.0,City Of Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-clean-spacious-br-suite/7804854288.html
North Surrey 4 beds 2 baths Renovated Whole House for rent,3500.0,Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-outer-northwest-north-surrey/7799699405.html
One bedroom ground level suite to rent,1700.0,Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-one-bedroom-ground-level-suite/7799973809.html
Comfortable and Cozy Two Bedroom Walking Distance to Skytrain & More!,2715.0,New Westminster,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-comfortable-and-cozy/7804257496.html
1 Bed+Den New Condo in Surrey Centre,2250.0,Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-bedden-new-condo/7804852682.html
VERY AFFORDABLE 1 BEDROOM BASEMENT IN GREAT MARPOLE NEIGHBOURHOOD,1800.0,Vancouver West Side/Marpole,https://vancouver.craigslist.org/van/apa/d/vancouver-very-affordable-bedroom/7802972554.html
"Playground, Bike Maintenance Area, Modo Car share",2250.0,City Of Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-playground-bike-maintenance/7797318040.html
"Brand New and Spacious 2-Bed, 2-Bath Condo for Rent in Melrose",2800.0,Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-brand-new-and-spacious-bed-bath/7804853497.html
Spacious & Bright with Beautiful City View 2 Bedroom Condo near Metro,3000.0,Burnaby/Newwest,https://vancouver.craigslist.org/bnc/apa/d/burnaby-spacious-bright-with-beautiful/7804853481.html
Luxury Apartment 2 bedrooms condo for rent,4500.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-luxury-apartment-bedrooms/7804852326.html
One bedroom and den on West Georgia,2900.0,Downtown Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-and-den-on-west/7804852348.html
"New Spacious , Modern, 1 bed 1bath basement for rent in Panorama Area",1300.0,Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-lower-west-new-spacious-modern/7804851427.html
One room is available from 1st December for long term,1300.0,Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-one-room-is/7804851235.html
2 Bed 2 Bath on Alberni St,3500.0,Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-bath-on-alberni-st/7803555675.html
STUDIO for rent (for 1 person) - N. Van,1850.0,North Vancouver,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-studio-for-rent-for/7804850743.html
Short term - the best view ever!,1500.0,Westend,https://vancouver.craigslist.org/van/apa/d/vancouver-short-term-the-best-view-ever/7804850651.html
STUDIO for rent (for 1 person) - N. Van,1850.0,North Vancouver,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-studio-for-rent-for/7804850341.html
1 Bedroom Basement Suite Near Scott Road Skytrain,1200.0,Delta/Surrey/Langley,https://vancouver.craigslist.org/rds/apa/d/surrey-outer-northwest-bedroom-basement/7802759190.html
